session_id,label,label_id,total_keystrokes,duration_ms,avg_dwell_time,std_dwell_time,min_dwell_time,max_dwell_time,avg_flight_time,std_flight_time,min_flight_time,max_flight_time,zero_dwell_ratio,zero_flight_ratio,pause_count,pause_ratio,backspace_ratio,tab_ratio,ctrl_ratio,symbol_ratio,long_pause_count,avg_long_pause,burst_count
14972,human_nonnative,4,249,83176.09940782403,147.11433125821418,41.67217122700096,40.0,272.6309006855014,187.67996340535768,273.5821893042349,20.0,1920.557089904332,0.0,0.0,16,0.064516129032258,0.0481927710843373,0.0,0.0,0.0,14,1207.6173087819584,11
12083,copy_paste_hybrid,3,285,21568.42348989105,101.49619158689111,26.938667607326213,30.56283608260564,166.27511928371828,91.0246389034613,93.20578785758906,8.258348503727873,704.2953112571745,0.6,0.5915492957746479,3,0.0105633802816901,0.0,0.0,0.0105263157894736,0.0,3,575.7454861058608,21
4885,human_organic,0,124,29086.08474887653,99.77984264304666,26.9846758052428,29.924565441620416,167.23340248115633,135.8811728547865,351.0217345702814,10.0,2903.0638525535605,0.0,0.0,4,0.032520325203252,0.0806451612903225,0.0,0.0,0.0,4,1938.1809828550784,29
1407,human_organic,0,134,40580.1422526699,96.64595905285816,29.69972226526199,26.37390815547053,163.36177891167924,207.7412311247136,515.8094798457813,10.0,2992.81798526593,0.0,0.0,9,0.0676691729323308,0.0522388059701492,0.0,0.0,0.0,9,1988.2288815339973,24
3965,human_organic,0,166,48769.53279386668,100.6541897549419,30.15308356435749,20.0,187.967410424372,194.30871087603836,480.9293208990906,10.0,2892.736326730556,0.0,0.0,10,0.0606060606060606,0.0421686746987951,0.0,0.0,0.0,10,1981.5748269509356,34
16448,human_coding,5,219,100529.94778246403,92.28119550453434,23.399977070670648,25.24067259024937,151.1928878494689,368.44204572005054,959.702662080063,5.0,4813.085847629332,0.0,0.0,22,0.1009174311926605,0.0,0.0684931506849315,0.0,0.228310502283105,22,3010.285398722879,42
15849,human_coding,5,355,143858.30065870678,87.4093458974059,26.73980562926062,16.587744007011167,162.98036737418494,318.72311543821377,871.4576880320499,5.0,4762.077773250923,0.0,0.0,31,0.0875706214689265,0.0,0.0422535211267605,0.0,0.2732394366197183,31,2890.3096093756885,64
11381,copy_paste_hybrid,3,269,35145.979442332784,98.96408155721316,28.20634212606949,33.32916923703276,187.7558157338593,92.132189104399,101.03181936729258,1.5678513939784295,775.4260134383358,0.3085501858736059,0.3059701492537313,1,0.003731343283582,0.0,0.0,0.0037174721189591,0.0,4,709.035314945019,38
16102,human_coding,5,330,141564.74638916703,88.81856156293463,23.81434057268312,21.739883161255506,179.2696957272231,341.1994561501477,880.8008804651544,5.0,4668.077743681446,0.0,0.0,34,0.1033434650455927,0.0,0.0272727272727272,0.0,0.1909090909090909,34,2690.1241178226246,68
10,human_organic,0,126,23601.781260864467,98.81726757832551,29.584804716992863,20.0,182.25358458139232,89.2064443679636,78.7352118603908,10.0,864.2470879429247,0.0,0.0,1,0.008,0.0476190476190476,0.0,0.0,0.0,1,864.2470879429247,19
6097,paste,1,142,1607.9789821909703,79.29781348650249,31.222907497682662,26.61160048827351,133.23153241401366,59.673201850267326,28.54952343400896,28.32555398643157,113.06291037347698,0.9154929577464788,0.9219858156028368,1,0.0070921985815602,0.0,0.0,0.0070422535211267,0.0,0,0.0,4
12184,copy_paste_hybrid,3,211,28275.24441583648,102.30202059140572,29.43018226042713,35.57854005591254,172.8110007066113,91.71108400335658,84.55994736675127,12.572914112242572,760.7925656900437,0.3033175355450237,0.2952380952380952,2,0.0095238095238095,0.0,0.0,0.0094786729857819,0.0,2,671.241892526212,30
17170,human_coding,5,217,77782.46703143581,91.45129824351498,24.372057080836782,21.58251033882638,161.1558497038081,268.22933015089376,789.6910558116391,5.0,4961.71521881714,0.0,0.0,15,0.0694444444444444,0.0,0.064516129032258,0.0,0.1981566820276497,15,2895.352928886321,45
11067,copy_paste_hybrid,3,237,28699.214333860426,98.4990048617973,33.501332923402515,23.927476484328157,200.59196744167224,93.84620987461624,98.45923443582376,3.4412748622918343,702.7829144854275,0.3628691983122363,0.3601694915254237,1,0.0042372881355932,0.0,0.0,0.0042194092827004,0.0,4,638.349024802531,30
7477,paste,1,457,3249.393386696657,107.2129190391036,26.518245541984623,64.85333029358038,166.12940865981216,77.62122611722309,40.90588797819541,1.8044934967533948,153.31429109342707,0.9606126914660832,0.962719298245614,1,0.0021929824561403,0.0,0.0,0.0021881838074398,0.0,0,0.0,5
10906,ai_assisted,2,92,7237.530716431316,40.29265604173701,53.22383863181681,0.0335477185767213,153.88235625524547,40.077914381787856,79.71092493103356,0.0095710693941064,603.1139173217945,0.0,0.0,1,0.0109890109890109,0.0,0.0108695652173913,0.0,0.0,1,603.1139173217945,6
5811,paste,1,366,2620.2463747823667,101.95610770226236,28.59989491549014,57.19583812768758,145.28779007293855,77.92176851774512,34.91559294022199,27.87630635750948,154.09559604713183,0.9590163934426228,0.9616438356164384,1,0.0027397260273972,0.0,0.0,0.0027322404371584,0.0,0,0.0,2
13376,human_nonnative,4,98,36889.97639896459,151.33160666558132,41.82770026509981,58.40218073165842,265.71837248954506,227.41730871894453,354.54772390347506,20.0,1986.0676792959264,0.0,0.0,9,0.0927835051546391,0.0714285714285714,0.0,0.0,0.0,9,1266.6667083906732,6
4836,human_organic,0,121,31346.075220743624,101.6714505777043,30.14993706876285,26.78603323426725,180.29460577443095,158.69858084034502,406.50578313342345,10.0,2901.6102995963056,0.0,0.0,5,0.0416666666666666,0.1570247933884297,0.0,0.0,0.0,5,1916.353258495824,20
1684,human_organic,0,253,63360.65351945786,102.67856250131268,29.686750953585754,21.20621928887988,191.04272045581823,148.34514764534032,368.60640794119007,10.0,2916.799066735039,0.0,0.0,11,0.0436507936507936,0.0790513833992094,0.0,0.0,0.0,11,1631.184505852424,42
2147,human_organic,0,72,21880.60442796654,100.75261330160316,28.453267987748998,28.584011786353216,155.7095809026785,206.0058629612833,494.9809382514643,10.0,2904.311680746198,0.0,0.0,5,0.0704225352112676,0.0416666666666666,0.0,0.0,0.0,5,1877.5668390493215,14
7958,paste,1,259,3414.924881430685,97.39445130053429,28.05796562323606,33.93736735716364,156.94039099321662,86.91279481780742,40.83797038284354,29.277853741439078,181.26895628404623,0.9266409266409268,0.9302325581395348,1,0.003875968992248,0.0,0.0,0.0038610038610038,0.0,0,0.0,3
11629,copy_paste_hybrid,3,324,27109.983788757097,96.50967852856604,29.26591730690434,29.28197401075151,171.35183965875905,93.88531451079623,71.7457355285882,0.6749395260986546,528.3053302457824,0.558641975308642,0.5510835913312694,3,0.0092879256965944,0.0,0.0,0.0092592592592592,0.0,1,528.3053302457824,24
2843,human_organic,0,137,40953.28346872349,98.12010051855566,26.127023810938244,26.144053047903384,187.83612714582625,202.28551248295125,482.803828693182,10.0,2682.4498633898834,0.0,0.0,10,0.0735294117647058,0.0802919708029197,0.0,0.0,0.0,10,1813.835092808054,28
13844,human_nonnative,4,211,79622.3749680588,154.23776957673704,43.70626190228116,40.0,274.66229973469615,224.1819313684156,333.19457739576694,20.0,1819.5301363282977,0.0,0.0,20,0.0952380952380952,0.0710900473933649,0.0,0.0,0.0,20,1172.7251557168197,18
1599,human_organic,0,276,67062.48686158226,101.86705405522387,30.170690708767754,20.0,185.28453479656667,141.6261088812381,360.5113925960899,10.0,2612.0136968851066,0.0,0.0,10,0.0363636363636363,0.0579710144927536,0.0,0.0,0.0,10,1872.3476991134648,44
11031,copy_paste_hybrid,3,149,19994.087854983525,97.88051644646666,31.68913942709059,12.11697091849581,178.14557590695884,85.55148222310697,45.51412737884054,8.520080225612077,332.2219473077018,0.2684563758389262,0.2635135135135135,1,0.0067567567567567,0.0,0.0,0.0067114093959731,0.0,0,0.0,18
694,human_organic,0,257,56630.08846095561,100.1230463647034,29.31550998482841,26.744036149934743,184.12936629939065,120.69713103604232,210.27538738787703,10.0,1801.38197241837,0.0,0.0,9,0.03515625,0.046692607003891,0.0,0.0,0.0,9,1148.8350090819922,43
13118,human_nonnative,4,211,80602.85575596968,148.16138630335175,39.12194365924889,41.38464165527586,270.76701510560184,234.9562059331546,378.353899930457,20.0,1943.130327870974,0.0,0.0,18,0.0857142857142857,0.0900473933649289,0.0,0.0,0.0,17,1445.1888069165088,14
3274,human_organic,0,64,15363.810834681315,103.11508835575118,31.016721260369216,26.22747328417782,179.89336668823626,139.11817745894035,304.9293555986381,10.0,1970.6168718615563,0.0,0.0,2,0.0317460317460317,0.09375,0.0,0.0,0.0,2,1799.80892472116,8
17815,human_coding,5,81,26549.123422659013,90.44109943352764,22.83301836677903,29.416355005880945,146.61329808928866,240.29242960679093,641.2164769057675,5.0,3645.780913434732,0.0,0.0,6,0.075,0.0,0.074074074074074,0.0,0.1481481481481481,6,2338.4208292236417,13
853,human_organic,0,89,21929.050448445603,95.6508095809188,29.549592177136294,20.0,149.87923815382408,152.45600449708897,379.87595143141294,10.0,2706.858115744224,0.0,0.0,4,0.0454545454545454,0.0561797752808988,0.0,0.0,0.0,4,1702.8042061531282,16
13027,human_nonnative,4,73,25945.12850323532,141.72942411903543,37.89727693712942,76.964995433322,250.2879107742149,216.6511186464685,292.757270023428,20.0,1533.3781840068896,0.0,0.0,8,0.1111111111111111,0.1095890410958904,0.0,0.0,0.0,8,985.8248984295092,6
15371,human_coding,5,114,62413.5105205756,91.1859426196964,26.301941076466544,16.90943805157299,152.97906657868302,460.3390536454001,1150.0765323000082,5.0,4972.940424309612,0.0,0.0,14,0.1238938053097345,0.0,0.0789473684210526,0.0,0.1491228070175438,14,3209.2576437114053,20
8582,ai_assisted,2,81,10690.76507664737,76.42278595156158,53.31066252534767,0.5370146963690803,178.6389357262468,58.15691714704739,51.89132627398634,0.3164657385220376,289.8731234673378,0.0,0.0,1,0.0125,0.0,0.0123456790123456,0.0,0.0,0,0.0,14
10725,ai_assisted,2,144,13263.643029950388,49.292020643325614,53.66606420255264,0.1432658072948495,181.6960296642012,44.43586640565501,72.24007178909608,0.1264478155581627,685.2705940527312,0.0,0.0,1,0.0069930069930069,0.0,0.0069444444444444,0.0,0.0,1,685.2705940527312,18
4148,human_organic,0,183,46034.50743380409,101.30331353850104,30.702103303692898,20.0,163.74241657581118,151.07692888054066,385.9769389327632,10.0,2886.4500848150474,0.0,0.0,7,0.0384615384615384,0.1038251366120218,0.0,0.0,0.0,7,1916.7977614338245,33
11164,copy_paste_hybrid,3,412,28995.029378026524,96.51064273702876,30.475626173172856,23.045702288897715,174.2689295724316,94.26185624854747,95.74701299107518,2.888391393418061,682.825999244847,0.6286407766990292,0.6228710462287105,3,0.0072992700729927,0.0,0.0,0.0072815533980582,0.0,3,648.0155189761032,32
10861,ai_assisted,2,76,6957.850874942752,50.60114068972578,56.0821166318585,0.0690438529432352,162.86375999062005,42.0829107805111,87.57328691355009,0.1078673554839304,699.3675697662582,0.0,0.0,1,0.0133333333333333,0.0,0.0131578947368421,0.0,0.0,1,699.3675697662582,8
3311,human_organic,0,280,80381.22055154899,97.5557019703408,29.590346282157466,20.0,199.6073299067047,190.1993691751024,466.44994293441033,10.0,2944.0588585961086,0.0,0.0,17,0.060931899641577,0.0642857142857142,0.0,0.0,0.0,17,1855.033225213094,42
2211,human_organic,0,258,59706.834557004,102.0592429391806,28.071321345915475,39.46631331083889,186.14473928461595,129.86595283539071,305.21358948813173,10.0,2733.2283015268854,0.0,0.0,7,0.0272373540856031,0.0542635658914728,0.0,0.0,0.0,7,1797.6344580206369,45
9169,ai_assisted,2,86,6983.288626164476,40.6112340332328,50.68381311595063,0.0961632217738883,188.8305582075041,42.27988616489456,63.82882516786653,0.0724396291738321,403.2049410030575,0.0,0.0,1,0.0117647058823529,0.0,0.0116279069767441,0.0,0.0,0,0.0,6
16864,human_coding,5,171,79556.85550533378,89.47794601498391,25.618515832802924,15.0,169.28346500329937,377.977216098656,1009.1579372604838,5.0,4732.515886318234,0.0,0.0,16,0.0941176470588235,0.0,0.0760233918128654,0.0,0.1578947368421052,16,3339.6560525633727,32
10209,ai_assisted,2,122,8383.38039105344,34.86922399988448,50.05592384458386,0.0210116471063415,190.21208692705568,34.12673605840937,79.04490636311151,0.0680278751052054,748.9278621138046,0.0,0.0,1,0.0082644628099173,0.0,0.0081967213114754,0.0,0.0,1,748.9278621138046,7
5619,paste,1,399,1947.528306061996,97.96988762005104,20.82630921041444,67.9517588223524,139.2934260859285,56.15998058344436,30.86017234679453,10.095517665207382,107.5738487233422,0.9674185463659148,0.9698492462311558,1,0.0025125628140703,0.0,0.0,0.0025062656641604,0.0,0,0.0,3
15929,human_coding,5,118,48453.65152085315,91.89235790914604,27.662596827856305,21.984345691776667,145.95439404390862,321.4560110049053,889.686376000126,14.69240818089336,4764.256513968587,0.0,0.0,10,0.0854700854700854,0.0,0.1525423728813559,0.0,0.2033898305084746,10,2996.487018313353,21
12529,copy_paste_hybrid,3,219,8843.628070222781,101.59583587750107,32.27578506730638,25.769616992358262,170.12903602200757,88.72807701824964,86.27569059341967,18.09616475349817,582.5578360676982,0.7899543378995434,0.7844036697247706,2,0.0091743119266055,0.0,0.0,0.0091324200913242,0.0,1,582.5578360676982,10
8200,ai_assisted,2,108,8924.626126601583,41.92096210342332,48.76997070940004,0.1180177439094798,162.21655218743982,42.574715156425135,55.007628038135074,0.0754334038894838,243.1397111621887,0.0,0.0,1,0.0093457943925233,0.0,0.0092592592592592,0.0,0.0,0,0.0,5
11983,copy_paste_hybrid,3,272,33827.45923393086,102.43542245241196,30.49030636600133,5.8721230636238175,184.12284934151364,88.18328484862393,71.22537175350317,0.1801763328892605,508.8901403978131,0.3345588235294117,0.3321033210332103,1,0.003690036900369,0.0,0.0,0.0036764705882352,0.0,1,508.8901403978131,36
7787,paste,1,467,1401.2111672314322,110.12792146687836,24.896982512646343,80.36244761531621,154.46706496470884,74.31254221377219,28.36662528872152,31.186580172257635,111.92033022126566,0.9828693790149892,0.9849785407725322,1,0.0021459227467811,0.0,0.0,0.0021413276231263,0.0,0,0.0,3
8600,ai_assisted,2,127,7132.375810511742,29.12462400103119,46.88761487605312,0.0059742717923327,162.88776825092316,27.250385415720487,54.74589786099605,0.0226339473846709,444.71077274887,0.0,0.0,1,0.0079365079365079,0.0,0.0078740157480314,0.0,0.0,0,0.0,7
5923,paste,1,477,1759.860837271215,105.52763307590186,17.982498175846136,82.77779769946665,139.68013860929824,59.90568734362945,35.82050861434158,0.1832716809468451,116.12979321546098,0.9769392033542976,0.9789915966386554,1,0.0021008403361344,0.0,0.0,0.0020964360587002,0.0,0,0.0,3
5298,paste,1,265,2460.422092794088,91.00507451221225,23.70609493987264,35.05141095495516,124.25607876386172,91.257773047932,41.83267520909316,38.742003578098085,182.5335347927297,0.9471698113207548,0.9507575757575758,1,0.0037878787878787,0.0,0.0,0.0037735849056603,0.0,0,0.0,2
8655,ai_assisted,2,134,10462.603756454204,41.07654852306649,55.12422644451593,0.0526003571245575,170.44687922892786,37.97745507801095,62.52253861445761,0.0849941651792068,422.2043896806384,0.0,0.0,1,0.0075187969924812,0.0,0.0074626865671641,0.0,0.0,0,0.0,10
14152,human_nonnative,4,130,45940.07261330218,147.88826724496494,39.75079902415996,44.51156194977531,253.74119968759956,207.08990598028484,282.98825213119136,20.0,1600.0586777063795,0.0,0.0,13,0.1007751937984496,0.0923076923076923,0.0,0.0,0.0,12,1007.9068831848582,11
13939,human_nonnative,4,106,38622.47284085405,146.04071856166084,37.74464039852576,50.34045426930077,253.3024132674827,220.40149212683812,353.8248121403232,20.0,1846.5828528493976,0.0,0.0,9,0.0857142857142857,0.1037735849056603,0.0,0.0,0.0,8,1411.4470660062675,13
15224,human_coding,5,140,64240.84747842251,90.75298709250823,23.197961579381086,42.10010901752469,157.93116249903971,370.7584840681392,994.36315299851,5.0,4903.009416393359,0.0,0.0,13,0.0935251798561151,0.0,0.1142857142857142,0.0,0.1357142857142857,13,3279.0352085770837,23
17344,human_coding,5,399,169072.39343917285,89.2443481573496,25.426976657379377,22.262868962788247,183.92231343466904,335.3364284532421,875.7924716745046,5.0,4975.446347601244,0.0,0.0,38,0.0954773869346733,0.0,0.025062656641604,0.0,0.2305764411027568,38,2835.491385953552,77
139,human_organic,0,130,35499.10873420045,98.86543326937247,30.56411675894589,20.067116009080397,160.41628515425322,175.5550574355196,419.6613815093961,10.0,2601.195913370723,0.0,0.0,7,0.0542635658914728,0.0846153846153846,0.0,0.0,0.0,7,1816.3587081751864,22
17230,human_coding,5,314,120908.42427843978,91.1127988550518,25.347844431001928,32.664435768117634,155.92505963184402,294.8850013992125,839.1137483113462,5.0,4931.876632505472,0.0,0.0,26,0.0830670926517571,0.0,0.0477707006369426,0.0,0.2388535031847133,26,2777.60710185572,61
7835,paste,1,358,2940.960134351133,102.3289996381646,27.51773421643039,58.01828352810021,162.4200129785403,70.76251902603478,43.474349426664055,22.602069088695703,174.06698221388,0.9497206703910616,0.9523809523809524,1,0.0028011204481792,0.0,0.0,0.0027932960893854,0.0,0,0.0,3
7207,paste,1,425,3260.9566463526726,92.60759030762956,37.37820389521876,24.813665994143648,156.0469288025752,74.14762316842534,33.07601002548251,10.618776839869769,136.22971463870343,0.9529411764705882,0.9551886792452832,1,0.0023584905660377,0.0,0.0,0.0023529411764705,0.0,0,0.0,5
10528,ai_assisted,2,121,5874.426346463706,25.90856607786056,43.92117017277417,0.1073882349258203,147.9625681104033,22.829082092021487,45.1210444800104,0.059727727876907,270.9688843145826,0.0,0.0,1,0.0083333333333333,0.0,0.0082644628099173,0.0,0.0,0,0.0,7
17456,human_coding,5,353,156006.4192628852,91.2962873071445,26.758774928732254,15.0,163.3717442912965,351.6444029643841,955.6420530208944,5.0,4878.690719715037,0.0,0.0,32,0.0909090909090909,0.0,0.0226628895184136,0.0,0.1558073654390935,32,3143.0502485906263,64
9555,ai_assisted,2,71,8781.124018237695,64.62608612630224,50.99110169497154,0.059757875275222,186.8383753045601,62.41231289151067,82.16305029569865,0.4075093883576053,605.8384813527243,0.0,0.0,1,0.0142857142857142,0.0,0.0140845070422535,0.0,0.0,1,605.8384813527243,9
11725,copy_paste_hybrid,3,190,18433.299096122115,95.17287180502224,29.199166884873478,22.820861362503635,184.2638978197595,90.09603335075916,66.76131893754972,7.470411042719121,553.6405189470001,0.4736842105263157,0.4708994708994709,1,0.0052910052910052,0.0,0.0,0.0052631578947368,0.0,1,553.6405189470001,16
4990,human_organic,0,283,69821.51030543633,99.78122689218644,31.32119945919549,27.44117725059692,193.3717111591352,147.45894714520412,337.87880827230805,10.0,2701.686500717096,0.0,0.0,14,0.0496453900709219,0.0424028268551236,0.0,0.0,0.0,14,1483.4507211814257,45
5700,paste,1,111,2323.663793204114,99.38241381342128,27.844480741001902,53.21271570278071,138.49301749182433,85.97436780246976,44.2935707504939,23.80178801843815,182.45441640377456,0.8828828828828829,0.8909090909090909,1,0.009090909090909,0.0,0.0,0.009009009009009,0.0,0,0.0,4
2108,human_organic,0,242,67001.73557965865,102.81942638602446,29.20343003002996,20.0,179.87532884076938,174.7694373205009,467.5856352908933,10.0,2846.9038686587496,0.0,0.0,13,0.0539419087136929,0.0495867768595041,0.0,0.0,0.0,13,1964.6730869086364,52
2798,human_organic,0,50,13664.944018562306,95.17473742671504,31.004825701665737,31.947301370407487,160.8944790387078,181.75932953523576,421.2963054767815,10.0,2742.227229484711,0.0,0.0,4,0.0816326530612244,0.06,0.0,0.0,0.0,4,1343.8741839831378,9
4194,human_organic,0,187,46474.778735860426,101.43145425031052,29.36973909957499,39.1384038417038,193.10804389866388,147.8876171561955,372.0820010287559,10.0,2932.3118468287207,0.0,0.0,10,0.053763440860215,0.0427807486631016,0.0,0.0,0.0,10,1386.4076503371375,34
13789,human_nonnative,4,121,48581.2498919602,151.9523268336005,39.70893487572063,58.86072784328792,281.9661434761222,251.62515287578785,402.8403245376687,23.467585207547454,1809.7550121285449,0.0,0.0,13,0.1083333333333333,0.1074380165289256,0.0,0.0,0.0,12,1402.202421618649,6
11774,copy_paste_hybrid,3,265,31975.033038568967,100.55984130931954,26.56033989250068,9.6455917764483,189.1387991722381,89.8277364370036,65.53285426944723,11.9915684875849,574.5661796475401,0.3584905660377358,0.3560606060606061,1,0.0037878787878787,0.0,0.0,0.0037735849056603,0.0,1,574.5661796475401,31
12803,copy_paste_hybrid,3,237,16775.762375475417,102.7241327625992,33.84448521838815,17.592810364442542,171.81296077636677,100.73016578689516,102.62114426069968,3.0470837146295797,724.0536766885255,0.6497890295358649,0.6398305084745762,3,0.0127118644067796,0.0,0.0,0.0126582278481012,0.0,2,672.5498262267427,17
13739,human_nonnative,4,224,81805.46819001946,154.44352899821936,40.86345659640702,40.0,247.95129765133944,211.7045636521001,345.71290501081563,20.0,1972.568686466816,0.0,0.0,17,0.0762331838565022,0.1116071428571428,0.0,0.0,0.0,16,1359.162969471111,13
876,human_organic,0,232,61579.07252842305,95.6838441311886,28.672343612052565,20.0,178.05096638988817,170.47801164496664,415.3684805519175,10.0,2995.653258152716,0.0,0.0,12,0.0519480519480519,0.0517241379310344,0.0,0.0,0.0,12,1820.7287650646865,38
549,human_organic,0,204,43044.01065996997,96.85576736580929,28.35411508092408,20.0,177.9109067134109,114.706572006625,257.94729816469913,10.0,2662.162254975286,0.0,0.0,5,0.0246305418719211,0.0588235294117647,0.0,0.0,0.0,5,1486.35786612803,40
